40,0.238721
80,0.248121
120,0.247262
160,0.232547
200,0.655645
240,0.264891
280,0.619604
320,0.350587
360,0.313639
400,0.374632
440,0.282873
480,0.36663
520,1.58206
560,0.686885
600,0.937776
640,1.35316
680,0
720,2.17693
760,4.85322
800,37.4086
840,4.34534
880,3.65581
920,1.79477
960,1.80896
1000,1.41431
1040,1.40545
1080,1.55655
1120,1.35923
1160,2.95665
1200,38.1023
1240,2.53267
1280,0.450443
1320,0.730799
1360,0
1400,0.414975
1440,0.29774
1480,0.45541
1520,0.268487
1560,1.0004
1600,0.102007
1640,0.233614
1680,0.109711
1720,0.0876874
1760,0.0849753
1800,0.209635
1840,0.132148
1880,1.60975
1920,0.225931
1960,0.754568
2000,0.103279
2040,0
2080,0.0563106
2120,0.060675
2160,0.11003
2200,0.0407313
2240,0.264105
2280,0.0842838
2320,0.21354
2360,0.0564326
2400,0.0414664
2440,0.0461545
2480,0.0907667
2520,0.0422933
2560,0.727229
2600,0.144845
2640,0.443891
2680,0.0605881
2720,0
2760,0.0410438
2800,0.045536
2840,0.0575046
2880,0.0172759
2920,0.116049
2960,0.0698747
3000,0.19131
3040,0.0390446
3080,0.033229
3120,0.0365774
3160,0.0549087
3200,0.0174414
3240,0.44707
3280,0.114789
3320,0.3841
3360,0.043958
3400,0
3440,0.0375768
3480,0.046403
3520,0.118106
3560,0.00544697
3600,0.0703656
3640,0.0542306
3680,0.163166
3720,0.0265334
3760,0.024195
3800,0.0260802
3840,0.0440087
3880,0.0156302
3920,0.435551
3960,0.103228
4000,0.342652
4040,0.0315429
4080,0
4120,0.0260351
4160,0.0264092
4200,0.0391069
4240,0.0119121
4280,0.317493
4320,0.0775201
4360,0.172335
4400,0.0336731
4440,0.036336
4480,0.0380013
4520,0.0220227
4560,0.0162081
4600,0.232729
4640,0.117772
4680,0.643066
4720,0.0587904
4760,0
4800,0.0184911
4840,0.0211064
4880,0.0315762
4920,0.00893058
4960,0.0421481
5000,0.0378776
5040,0.105302
5080,0.0216505
5120,0.0202468
5160,0.0223786
5200,0.0279682
5240,0.00633684
5280,0.212161
5320,0.0673146
5360,0.234682
5400,0.0250507
5440,0
5480,0
5520,0.0214578
5560,0.0232603
5600,0.0212395
5640,0.00856126
5680,0.0251852
5720,0.0380603
5760,0.112728
5800,0.0175996
5840,0.0193142
5880,0.020727
5920,0.022032
5960,0.00303477
6000,0.16829
6040,0.0621416
6080,0.229376
6120,0.0207368
6160,0
6200,0.0222438
6240,0.027964
6280,0.0773498
6320,0.00146554
6360,0.0216278
6400,0.0314419
6440,0.100891
6480,0.0128297
6520,0.0145908
6560,0.015338
6600,0.0217651
6640,0.0053056
6680,0.234332
6720,0.0624081
6760,0.21458
6800,0.0168363
6840,0
6880,0.0180289
6920,0.0187553
6960,0.0172164
7000,0.00437233
7040,0.0624853
7080,0.0362571
7120,0.100448
7160,0.0152341
7200,0.0184174
7240,0.0193952
7280,0.0153315
7320,0.00567816
7360,0.11911
7400,0.058044
7440,0.26331
7480,0.0197596
7520,0
7560,0.0130873
7600,0.0154866
7640,0.0158065
7680,0.00575352
7720,0.0165019
7760,0.0278797
7800,0.0844928
7840,0.0124475
7880,0.0145057
7920,0.0155419
7960,0.0159091
8000,0.00219844
8040,0.112777
8080,0.0467307
8120,0.178579
8160,0.0144041
8200,0
8240,0.0149532
8280,0.0160557
8320,0.0139335
8360,0.00641799
8400,0.0149455
8440,0.0273061
8480,0.0843482
8520,0.0112028
8560,0.0140676
8600,0.0149175
8640,0.0146116
8680,0.00251181
8720,0.0999846
8760,0.0448798
8800,0.17545
8840,0.0132776
8880,0
8920,0.0152591
8960,0.0181557
9000,0.0404137
9040,0.00321076
9080,0.0134367
9120,0.0245172
9160,0.0805335
9200,0.00863442
9240,0.0116574
9280,0.0120864
9320,0.0153946
9360,0.00169488
9400,0.129426
9440,0.0454618
9480,0.174898
9520,0.0111197
9560,0
9600,0.0103403
9640,0.00928786
9680,0.0207515
9720,0.0162099
9760,0.333358
9800,0.0509332
